Local,Nombre,Precio,Cantidad
Metro,Gaseosa Coca Cola Sin Azúcar Botella ,4.30,1 Lt
Metro,Gaseosa Sprite Botella ,5.90,2.25 Lt
Metro,Gaseosa Pepsi Mix Two + Pack Pepsi Botella 3 L + 7up Botella 3 L,12.50,Pack
Metro,Gaseosa Inca Kola Zero Six Pack 500ml c/u,13.00,Pack
Metro,Free Tea Limon Light Six Pack Botella 450 ml c u,10.90,Pack
Metro,Gaseosa Coca Cola Botella ,4.30,1 Lt
Metro,Té Negro Free Tea Sabor Frutos Rojos Botella ,2.20,500ml
Metro,Bebida de Mango Pulp Caja ,3.80,1 L
Metro,Refresco Instantáneo Sabores de Mi Tierra Mango Criollo Sobre ,1.09,15 g
Metro,Refresco Instantáneo Sabores de Mi Tierra Chicha Morada Sobre ,1.09,15 g
Metro,Bebida de Naranja Watts Botella ,4.50,1L
Metro,Bebida De Naranja y Piña Con Sabor a Plátano Island Punch Tampico Bidón ,11.40,3.78 lt
Metro,Gaseosa Inca Kola Botella ,2.60,500ml
Metro,Gaseosa Inca Kola Botella ,6.60,1.5L
Metro,Gaseosa Inca Kola Sin Azúcar Botella ,2.60,500ml
Metro,Gaseosa Schweppes Ginger Ale Botella ,2.40,500 ml
Metro,Gaseosa Schweppes Citrus Botella ,5.50,1.5L
Metro,Agua Tónica Backus Botella ,5.90,2L
Metro,Bebida de Manzana Frugos del Valle Caja ,5.20,1.5 Lt
Metro,Gaseosa Fanta Botella ,2.15,500ml
Metro,Gaseosa Inca Kola Sin Azúcar Botella ,6.40,1.5L
Metro,Bebida Rehidratante Sporade Mandarina Botella ,2.00,500 ml
Metro,Bebida Refrescante Maltin Power Botella ,1.55,330 ml
Metro,Bebida Cifrut Punch Fruit Punch Botella ,5.90,3 lt
Metro,Gaseosa Coca Cola Sin Azúcar Botella ,2.60,500ml
Metro,Gaseosa 7 Up Botella ,6.00,3 L
Metro,Gaseosa Pepsi Botella ,8.50,3 L
Metro,Gaseosa Coca Cola Botella ,2.60,500ml
Metro,Refresco Instantáneo Umsha Frutísimos Sabor Naranja ,1.10,20g
Metro,Gelatina Bebible Umsha Frutísimos Sabor Piña ,1.10,20g
Metro,"Bebida de Manzana, Uva, Arándano y Acaí Bio Amayu Botella ",3.50,300ml
Metro,Bebida de Té Verde Sabor Limón Free Tea Botella ,2.20,500ml
Metro,Gaseosa Inca Kola Pet ,8.00,2.5 L
Metro,Bebida Sabor Chicha Morada Frugos del Valle Botella ,4.00,1 Lt
Metro,Agua de Mesa sin Gas Benedictino Bidón ,7.00,7 Lt
Metro,Bebida Hidratante Powerade Mora Botella 473 ml Pack 6 unid,8.90,Pack
Metro,Agua Sin Gas San Luis Botella ,1.80,1L
Metro,Gaseosa Sabor Piña Concordia Pack 6 Botellas de 500ml c/u,8.90,Pack
Metro,Jugo de Manzana y Camu Camu Bio Botella ,3.50,300ml
Metro,Tripack 7up + Concordia Naranja + Pepsi 3 L c/u,15.99,Pack
Metro,Gaseosa Pepsi Botella ,1.30,355 ml
Metro,Gaseosa Coca Cola Botella ,8.00,2.5 Lt
Metro,Gaseosa Schweppes Citrus Botella 1.5 Lt Pack de 2 unid,9.90,Pack
Metro,Pack x6 Bebida de Naranja Gloria 200ml,7.20,Pack
Metro,Agua Sin Gas Metro Bidon ,6.50,7 Litros
Metro,Gaseosa Guarana Botella ,2.20,450ml
Metro,Gaseosa Pet Piña Botella ,1.00,400 ml
Metro,Gaseosa Oro Botella ,5.90,3.03 L
Metro,Gaseosa Classic Cola Metro Botella ,3.90,3 L
Metro,Gaseosa Concordia Sabor Piña Botella ,6.00,3 Litros
Metro,Gaseosa Pepsi Black Botella ,5.50,3 Litros
Metro,Bebida Energizante Red Bull Pack de 6 unid Lata 250 ml,37.90,Pack
Metro,Bebida Bio Aloe Uva Botella ,3.20,520 ml
Metro,Two Pack Pepsi 3 L c/u,14.50,Pack
Metro,Bebida Durazno Pack 315 ml 6 unid,7.90,Pack
Metro,Bebida Mineral San Pellegrino Melograno e Arancia Lata ,7.40,330ml
Metro,Bebida de Arándanos Light Ocean Spray Botella ,24.90,1.89L
Metro,Bebida de Manzana Frugos del Valle Caja ,3.90,1L
Metro,Agua con Gas Mineral San Mateo Botella ,1.59,600ml
Metro,Bebida de Pera Watts Caja ,4.50,1L
Metro,Bebida Rehidratante Gatorade Monosabor Pack 6 Unid x 500ml,12.90,Pack
Metro,Gaseosa Schweppes Citrus Botella ,2.40,500 ml
Metro,Bebida Rehidratante Sporade Tropical Botella ,2.20,500ml
Metro,Bebida Cifrut Fruit Punch Botella ,1.45,400ml
Metro,Bebida Citrus Punch Cifrut Botella ,5.90,3 lt
Metro,Gaseosa Pepsi Botella ,2.20,500 ml
Metro,Gaseosa Guarana Botella ,4.90,2 L
Metro,Gaseosa Fanta Botella ,7.50,3 Lt
Metro,Gaseosa Sprite Botella ,2.15,500ml
Metro,Gaseosa Fanta Botella ,2.15,500ml
Metro,Gaseosa Inca Kola Sin Azúcar Botella ,8.00,2.5L
Metro,Gaseosa Coca Cola Sin Azúcar Botella ,8.00,2.5L
Metro,Bebida Ocean Spray Cranberry Classic Light Caja ,12.90,1L
Metro,Pack Evervess Mix Perfecto,21.90,Pack
Metro,Bebida Pulp Tetra Arándano ,4.00,1L
Metro,Bebida Pulp Tetra Naranja ,3.80,1L
Metro,Limonada Love Lemon Pink Botella ,14.90,1L
Metro,Limonada Love Lemon Menta y Jengibre Botella ,14.90,1L
Metro,Limonada Love Lemon Light Botella ,14.90,1L
Metro,Limonada Love Lemon Original Botella ,14.90,1L
Metro,Bebida Energética Monster Energy Mango Loco Lata ,7.50,473ml
Metro,Jugo Ama Manzana Arándano Tetra ,4.99,200ml
Metro,Gaseosa Cool Naranja ,5.00,2.25 L-litros
Metro,"Bebida de Manzana, Aguaymanto y Carambola Bio Amayu Botella ",3.50,300ml
Metro,Pack x3 Gaseosa: Concordia Fresa 3L + Concordia Piña 3L + Pepsi 3L,17.90,Pack
Metro,"Bebida de Manzana, Aguaje y Cocona Bio Botella ",3.50,300ml
Metro,Jugo de Durazno Pulp Pet ,1.90,350 ml
Metro,Bebida Frugos Chicha Morada ,1.50,300 ml
Metro,Chicha Morada Cuisine & Co ,2.99,500ml
Metro,Gaseosa Cool Negra Botella ,5.00,2.25 Lt
Metro,Gaseosa Cool Naranja Botella ,2.00,500 Lt
Metro,Gaseosa Cool Amarilla Botella ,2.00,550 ml
Metro,Gaseosa Cool Negra Botella ,2.00,500 ml
Metro,Gaseosa Fanta Piña Botella ,7.50,3 L
Metro,Gaseosa Fanta Piña Botella ,2.15,500 ml
Metro,Gaseosa Inca Kola Sin Azúcar Edición Limitada Bicentenario Botella ,4.00,330 ml
Metro,Gaseosa Inca Kola Power Botella ,2.00,410 ml
Metro,Bebida Energizante Monster Energy Zero Sugar Lata ,7.50,473 ml
Metro,Bebida Energizante Red Bull Tropical Pack de 4 Latas de 250 ml c/u,27.50,Pack
Metro,Agua de Mesa Sin Gas Pura Vida Botella ,3.50,3 Lt
Metro,Cebada en Filtrante Sunka Caja ,9.90,3 unid
Metro,Emoliente en Filtrante Sunka Caja ,6.90,3 unid
Metro,Flor de Jamaica en Filtrante Sunka Caja ,9.90,3 unid
Metro,Chicha Morada en Filtrante Sunka Caja ,9.90,3 unid
Metro,Gaseosa Guaranita Botella ,1.20,300 ml
Metro,Jugo de Tomate Amo Botella ,5.50,500 ml
Metro,Agua de Mesa San Luis Sin Gas Botella 1 Lt Pack 6 unid,9.00,Pack
Metro,Bebida Hidratante Powerade Multifrutas Botella ,4.00,1 Lt
Metro,Jugo de Naranja Con Calcio Florida's Natural Caja ,18.90,1.5 lt
Metro,Jugo de Naranja Sin Pulpa Florda's Natural Caja ,18.90,1.5 L
Metro,Bebida Rehidratante Gatorade Tropical Botella ,5.20,1 Litro
Metro,Bebida Rehidratante Generade Tropical Botella ,1.99,500 ml
Metro,Agua Cielo Alcalina Botella ,1.80,650ml
Metro,Gaseosa Big Cola Botella ,1.95,400 ml
Metro,Jugo Sabor a Durazno Pulp Pack 12 Unidades de 145 ml c/u,9.99,Pack
Metro,Agua San Pellegrino Essenza Mandarina y Fresa Lata ,6.90,300 ml
Metro,Agua San Pellegrino Essenza Cereza y Granada Lata ,6.90,330 ml
Metro,Bebida de Mango y Durazno Frumas Botella ,3.90,400 ml
Metro,Bebida de Piña y Maracuyá Frumas Botella ,3.90,400 ml
Metro,Bebida de Mango y Maracuyá Frumas Botella ,3.90,400 ml
Metro,Bebida de Mango y Sandía Frumas Botella ,3.90,400 ml
Metro,Agua Sin Gas Cuisine & Co Botella ,1.40,625ml
Metro,Gaseosa 7Up Botella ,1.50,355 ml
Metro,Gaseosa Viva Backus Botella ,4.90,3.010 Lt
Metro,Jugo de Frutas Orgánico Manzana y Pera AMA Botella ,9.50,300 ml
Metro,Jugo de Frutas Orgánico Manzana y Durazno AMA Botella ,23.90,1 Lt
Metro,Jugo de Frutas Orgánico Pera AMA Botella ,23.90,1 Lt
Metro,Jugo de Frutas Orgánico Manzana AMA Botella ,23.90,1 Lt
Metro,Agua De Mesa Loa Sin Gas Botella ,2.40,2.5 Litros
Metro,Agua De Mesa Sin Gas Loa Botella ,1.30,625 ml
Metro,Jugo El Yerberito Hoop Frasco ,6.50,355 ml
Metro,Agua de Mesa Benedictino Sin Gas Botella ,2.30,2.5 Lt
Metro,Agua de Mesa Benedictino Sin Gas Botella ,1.30,600ml
Metro,Bebida de Durazno Frugos del Valle Botella ,2.25,300ml
Metro,Pack x6 Bebida de Durazno Gloria 200ml,7.20,Pack
Metro,Agua Mineral Ozonizada Merrs Azul Botella ,2.50,630 ml
Metro,Agua Mineral Ozonizada Merrs Rosa Botella ,3.00,630 ml
Metro,Bebida de Mango Gloria Caja ,3.70,1L
Metro,Agua Sin Gas Metro Botella ,1.00,625 ml
Metro,Bebida Energizante Monster Energy Ultra Lata ,7.50,473 ml
Metro,Agua Tonica Canada Dry Lata ,5.40,355 ml
Metro,Gaseosa Coca Cola Clasica Lata ,5.40,355 ml
Metro,Gaseosa Canada Dry Ginger Ale Lata ,5.40,355 ml
Metro,Bebida Frutaris Cítricos Botella ,3.99,3 L
Metro,Agua San Carlos Botella ,1.30,750 ml
Metro,Pack x4 Ginger Beer Fever Tree Botella 200ml,29.90,Pack
Metro,Gaseosa Concordia Sabor Piña Botella ,2.00,500 ml
Metro,Bebida De Emoliente Naturale Botella ,5.89,1 Litro
Metro,Bebida De Manzana Naturale Botella ,5.89,1 Litro
Metro,Agua Mineral Saborizada con Gas Perrier Toronja Rosada Lata ,5.40,250 ml
Metro,Agua Mineral Saborizada con Gas Perrier Limón Lata ,5.40,250 ml
Metro,Pepsi Black Botella ,1.50,355ml
Metro,Agua Sin Gas Glacial Alcalina Botella ,2.90,2.5 L
Metro,Bebida de Durazno Frugos del Valle Botella ,4.30,1L
Metro,Bebida Relajante Slow Cow Lata ,7.20,250 ml
Metro,Gaseosa Oro Botella ,1.00,400 ml
Metro,Gaseosa Sabor De Oro Botella ,3.50,1.7 Litros
Metro,Bebida Hidratante Powerade MuLifrutas Botella ,1.80,500ml
Metro,Bebida Hidratante Powerade Mora Botella ,1.80,473 ml
Metro,Gaseosa Concordia Sabor Fresa Botella ,6.00,3 Litros
Metro,Gaseosa Concordia Sabor Naranja Botella ,5.50,3 Litros
Metro,Ginger Ale Metro Botella ,4.49,1.5 L
Metro,Kola Real Piña Botella ,5.49,3.300 L
Metro,Agua Tonica Britvic Twelve Pack de 150 ml c/u,44.90,Pack
Metro,Bebida Energizante Volt Maca Botella ,2.20,300 ml
Metro,Agua Mineral Natural con Gas San Pellegrino Botella ,7.90,505 ml
Metro,Bebida Energizante Red Bull Sugar Free Pack de 4 unid Lata 250 ml,27.50,Pack
Metro,Té Verde Natural Hornimans ,2.50,300ml
Metro,Bebida Hidratante Multifrutas Powerade ION4 Botella ,2.90,600 ml
Metro,Refresco Citrus Punch Aruba Botella ,6.50,3 lt
Metro,Bebida de Naranja Frugos del Valle Caja 235 ml Pack de 6 unid,7.90,Pack
Metro,Néctar de Mango Selva Botella ,4.20,300 ml
Metro,Néctar de Durazno Selva Botella ,4.20,300 ml
Metro,Jugo De Uva Cranberry L'Onda ,16.89,64 oz
Metro,Nectar Mango Selva Botella Vidrio ,7.40,900 ml
Metro,Néctar de Durazno Selva Botella ,7.40,900 ml
Metro,Néctar de Naranja Selva Botella ,7.40,900 ml
Metro,Bebida de Mango Watts Botella ,4.50,1L
Metro,Agua Mineral Natural sin Gas Acqua Panna Botella ,9.90,750 ml
Metro,Agua Mineral Natural sin Gas Acqua Panna Botella ,6.20,500 ml
Metro,Agua Sin Gas Evian Botella ,8.50,500ml
Metro,Free Tea Limon Frasco Vidrio ,2.20,450 ml
Metro,Free Tea Limon Light Frasco Vidrio ,2.20,450 ml
Metro,Agua Mineral Natural San Pellegrino Jugo de Limón Lata ,7.40,330 ml
Metro,Refresco Instantáneo Sabor Naranja Sobre ,1.09,15 g
Metro,Bebida Mineral San Pellegrino Pompelmo Lata ,7.40,330ml
Metro,Bebida Mineral San Pellegrino Aranciata Rossa Lata ,7.40,330ml
Metro,Agua Tónica San Pellegrino Lata ,7.40,330ml
Metro,Refresco Instantáneo Sabores de Mi Tierra Emoliente Sobre ,1.09,15 g
Metro,Bebida de Té Verde Sabor Limón Leaf Tea Botella ,2.20,400 ml
Metro,Bebida de Durazno Watts Botella ,4.50,1L
Metro,Bebida de Naranja Watts Botella ,2.40,350ml
Metro,Bebida con Aloe Vera Sappe Uva Botella ,16.90,1 L
Metro,Bebida Chicha Morada y Camu Camu Kero Botella ,5.49,475 ml
Metro,Bebida de Emoliente Naturale Botella ,3.49,500 ml
Metro,Bebida de Manzana Naturale Botella ,3.49,500 ml
Metro,Bebida de Maracuyá Naturale Botella ,3.49,500 ml
Metro,Bebida Mineral San Pellegrino Clementina Lata ,7.40,330ml
Metro,Bebida con Aloe Sappe ,6.50,300 ml
Metro,Bebida Rehidratante Sporade Blueberry Botella ,2.00,500 ml
Metro,Bebida Rehidratante Electrolight Fresa Botella ,1.60,473 ml
Metro,Bebida de Durazno Pulp Caja ,3.80,1 L
Metro,Agua Sin Gas Cielo Botella ,1.30,625ml
Metro,Agua Sin Gas Mineral San Mateo Botella ,1.59,600ml
Metro,Bebida de Mango Watts Caja ,4.50,1L
Metro,Bebida de Naranja Watts Caja ,4.50,1L
Metro,Bebida de Durazno Watts Caja ,4.50,1L
Metro,Bebida Rehidratante Gatorade Mandarina Botella ,5.00,750ml
Metro,Bebida Rehidratante Gatorade Tropical Botella ,4.50,750ml
Metro,Bebida Rehidratante Gatorade Tropical Botella ,2.99,500ml
Metro,Bebida Rehidratante Gatorade Mandarina Botella ,2.99,500ml
Metro,Bebida Rehidratante Gatorade Apple Ice Botella ,2.99,500ml
Metro,Bebida de Durazno Frugos del Valle Botella ,2.30,286 ml
Metro,Bebida de Coco Terra Fértil Caja ,20.90,1 lt
Metro,Gaseosa Guarana Botella ,3.49,1 L
Metro,Refresco Granadilla Punch Aruba Botella ,6.50,3 lt
Metro,Ginger Ale Evervess Botella ,5.50,1.5L
Metro,Agua de Mesa San Luis Sin Gas Pack 6 Botellas de 1 Litro c/u,14.00,Pack
Metro,Jugo de Manzana L'Onda Botella ,14.99,64 Onzas
Metro,Agua Tónica Britvic Baja en Calorías Pack 4 Unidades de 150 ml c/u,15.90,Pack
Metro,Bebida Energizante Red Bull Lata ,9.50,355 ml
Metro,Bebida Energizante Monster Energy Lata ,7.50,473 ml
Metro,Gaseosa Schweppes Ginger Ale Botella ,5.50,1.5L
Metro,Gaseosa Pepsi Botella,2.80, x 750 ml
Metro,Chicha Morada Naturale Botella ,3.49,500 ml
Metro,Chicha Morada Gloria Botella ,7.99,3 L
Metro,"Bebida de Naranja, Piña y Camu Camu Kero Botella ",5.49,475 ml
Metro,Jugo de Uva Light L'Onda Botella ,16.89,64 Onzas
Metro,Pack x4 Agua Tónica Britvic Lata 150ml,15.90,Pack
Metro,Agua de Mesa San Luis Sin Gas Botella ,2.70,1 Lt
Metro,Agua de Mesa San Luis con Gas Botella ,1.60,625ml
Metro,Bebida Energizante Red Bull Sugar Free Lata ,7.50,250 ml
Metro,Chicha Morada Gloria Botella ,2.20,400 ml
Metro,Bebida Cifrut Fruit Punch Botella ,3.75,1.5 L
Metro,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella ",8.50,3 Litros
Metro,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella ",4.20,1.5 lt
Metro,Bebida Citrus Punch Cifrut Botella ,1.45,400 ml
Metro,Bebida Citrus Punch Cifrut Botella ,3.75,1.5 lt
Metro,Bebida De Naranja y Piña Con Sabor a Plátano Island Punch Tampico Botella ,2.20,500 ml
Metro,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella ",2.20,500 ml
Metro,Ginger Ale Evervess Botella ,2.20,500 ml
Metro,Pack x4 Bebida Energizante Red Bull Lata 250ml,27.50,Pack
Metro,Gaseosa Crush Naranja Botella ,5.50,3 Lt
Metro,Gaseosa 7Up Botella ,2.20,500 ml
Metro,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella ",2.99,600 ml
Metro,"Bebida De Naranja, Mandarina y Limón Citrus Punch Tampico Botella ",7.00,1.87 lt
Metro,Gaseosa 7 Up Botella ,4.50,1.5 L
